CONTENT,DATE,AUTHOR,COMMENT_ID,CLASS
(S that/DT is/VBZ megan/JJ fox﻿/NN),2015-05-27T23:35:12.915000,Sebastian Martinez,z13ui5tzlzucinaab04chvzqps22cxhznxc0k,0
(S I/PRP love/VBP music﻿/NN),2015-05-27T21:01:51.708000,Febe Gonzalez,z13ufngwhsmyedddo23yhp3hroypufsmz,0
(S like/IN this/DT comment/NN then/RB type/NN 1337/CD),,Michael J. Cabose,LneaDw26bFv6O3PTavPjpuAqyBikCq_8e6hyf4UjzYU,1
(S ❤❤❤❤❤❤❤﻿/NN),2015-05-27T20:53:19.614000,Laura Da Silva,z13xcrw5xrregt5gu04cg5rrtl3mwdkp33o,0
"(S hot/JJ ,/, hot﻿/NN)",2015-05-27T20:37:13.947000,Bayern Franken,z13seb1gkmvqd1qne22ef3uihziwzlpqc04,0
(S Check/VB out/RP this/DT video/NN on/IN YouTube/NN :/: ﻿/NN),,Tyler Gilman,z134hfcw5v20ztroh04cjv4aezyaz5lq3zs0k,1
"(S
  (GPE Wow/NNP)
  justin/NN
  Bieber/NNP
  is/VBZ
  Better/NNP
  thats/NNS
  why/WRB
  when/WRB
  he/PRP
  buys/VBZ
  medication/NN
  he/PRP
  always/RB
  shares/NNS
  with/IN
  his/PRP$
  half/NN
  wited/VBD
  money/NN
  alfred/VBN
  but/CC
  sadly/RB
  enough/RB
  he/PRP
  is/VBZ
  an/DT
  attention/NN
  hog/NN
  with/IN
  swamp/JJ
  ass/NN
  and/CC
  an/DT
  eating/JJ
  disorder/NN
  filled/VBN
  with/IN
  sassy/JJ
  mice/NN
  ,/,
  and/CC
  flaming/VBG
  hot/JJ
  cheetos/NNS
  that/IN
  he/PRP
  can/MD
  eat/VB
  with/IN
  the/DT
  power/NN
  of/IN
  the/DT
  samurman/NN
  ./.)",,ViperFoe,LneaDw26bFuiuUSZ-vXu3wz5XEsS6fhI7SHFsSXLcdo,1
"(S
  this/DT
  fucking/NN
  song/NN
  like/IN
  a/DT
  &/CC
  #/#
  39/CD
  ;/:
  n/CC
  oreo/VB
  the/DT
  only/JJ
  white/JJ
  part/NN
  is/VBZ
  the/DT
  good/JJ
  1﻿/CD)",2015-05-27T20:02:52.297000,Jimmy Hopkins,z13oexlyfxivznriw04cdxmqqpmgy3bi5z40k,0
"(S
  no/DT
  where/WRB
  near/IN
  one/CD
  of/IN
  eminems/NNS
  actual/JJ
  best/JJS
  songs/NNS
  ,/,
  real/JJ
  fans/NNS
  know/VBP
  what/WP
  im/VBZ
  talking/VBG
  about/IN
  :/:
  Untitled/VBN
  ,/,
  cold/JJ
  wind/NN
  blows/NNS
  ,/,
  welcome/JJ
  2/CD
  hell/NN
  ,/,
  elevator/NN
  ,/,
  business/NN
  ,/,
  wtp/NN
  ,/,
  almost/RB
  famous/JJ
  ,/,
  25/CD
  to/TO
  life/NN
  ,/,
  rock/NN
  bottom/NN
  ,/,
  no/DT
  apologies/NNS
  ,/,
  same/JJ
  song/NN
  and/CC
  dance/NN
  ,/,
  without/IN
  me/PRP
  ,/,
  way/NN
  i/NN
  am/VBP
  ,/,
  toy/JJ
  soldiers/NNS
  ,/,
  mosh/NN
  and/CC
  insane/NN
  &/CC
  lt/NN
  ;/:
  songs/NNS
  off/IN
  the/DT
  top/NN
  of/IN
  my/PRP$
  head/NN
  that/IN
  &/CC
  #/#
  39/CD
  ;/:
  s/NNS
  better﻿/VBP)",2015-05-27T19:09:05.210000,Dale Sullivan,z12oyrwohnngydher22nvh2qqvmtcvqo004,0
"(S
  Finally/RB
  someone/NN
  shares/NNS
  the/DT
  same/JJ
  opinion/NN
  as/IN
  me/PRP
  ./.
  I/PRP
  &/CC
  #/#
  39/CD
  ;/:
  ve/NNS
  tried/VBD
  really/RB
  hard/JJ
  to/TO
  like/VB
  (PERSON Gangnam/NNP)
  style/NN
  but/CC
  I/PRP
  just/RB
  can/MD
  &/CC
  #/#
  39/CD
  ;/:
  t/NN
  ,/,
  I/PRP
  don/VBP
  &/CC
  #/#
  39/CD
  ;/:
  t/VB
  even/RB
  get/VB
  the/DT
  dance/NN
  either/RB
  ./.
  A/DT
  song/NN
  like/IN
  this/DT
  should/MD
  be/VB
  more/JJR
  popular/JJ
  than/IN
  (PERSON Gangnam/NNP Style/NNP)
  ,/,
  at/IN
  least/JJS
  it/PRP
  makes/VBZ
  sense/NN
  ./.)",,volleyballspikerable,LneaDw26bFuP3B-am8XnZ--Od7F-JAwYOX4wwSK6Z64,1
"(S
  Check/VB
  Out/IN
  The/DT
  (ORGANIZATION New/NNP Hot/NNP Video/NNP By/IN Dante/NNP)
  B/NNP
  Called/VBD
  Riled/VBD
  Up/RP)",,DanteBTV,LneaDw26bFutstEGU6gC3skDv8gnI8WnvWwvbuw3TP0,1
"(S
  Check/VB
  Out/IN
  The/DT
  (ORGANIZATION New/NNP Hot/NNP Video/NNP By/IN Dante/NNP)
  B/NNP
  Called/VBD
  Riled/VBD
  Up/RP)",,DanteBTV,LneaDw26bFvx3P5m9aHNEmwxaQJ2-C9iXQYdJD8fpiA,1
"(S Still/RB listening/VBG ,/, still/RB same/JJ pleasure﻿/NN)",2015-05-27T18:33:10.607000,Ali Baza,z12ithhjbzzhwdmy504cfd4ypkiiizlbg3k,0
"(S
  ▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌/JJ
  (ORGANIZATION FACEBOOK/NNP)
  PASSWORD/NNP
  HACK/NNP
  2013/CD
  !/.
  facebook-pass-hack2013.blogspot.com/NN
  ONLY/NNP
  100/CD
  %/NN
  (ORGANIZATION WORKING/NNP)
  SOFTWARE/NNP
  FOR/NNP
  HACKING/NNP
  ANY/NNP
  FACEBOOK/NNP
  PASSWORD/NNP
  !/.
  It/PRP
  &/CC
  #/#
  39/CD
  ;/:
  s/NNS
  (ORGANIZATION FREE/NNP)
  for/IN
  download/NN
  and/CC
  breaks/VBZ
  any/DT
  password/NN
  in/IN
  10-15/JJ
  minutes/NNS
  !/.
  100/CD
  %/NN
  virus/JJ
  free/JJ
  !/.
  For/IN
  details/NNS
  and/CC
  (ORGANIZATION FREE/NNP)
  DOWNLOAD/NNP
  please/VB
  visit/JJ
  facebook-pass-hack2013.blogspot.com/JJ
  ▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌/NN)",,Josephine Monti,LneaDw26bFuYQhgPVcKoJxOS7aSiV7l-Ce25QwQEabw,1
(S I/PRP love/VBP you/PRP !/. ❤✨﻿/VB),2015-05-27T18:00:23.754000,Aurora Calvanelli,z12ey1yzeo3quba4j04cfri44zazflihkes,0
(S 2010/CD ?/. The/DT time/NN past/IN so/IN fast/JJ ..﻿/NN),2015-05-27T17:47:58.539000,LXZNY,z13qjrqjnqbcvnpeg23lubsaezyzx1wti,0
"(S
  Hey/NNP
  everyone/NN
  ,/,
  I/PRP
  &/CC
  #/#
  39/CD
  ;/:
  m/NN
  (PERSON Dakoda/NNP Bigelow/NNP)
  ./.
  I/PRP
  &/CC
  #/#
  39/CD
  ;/:
  m/VB
  a/DT
  17/CD
  year/NN
  old/JJ
  singer/NN
  ,/,
  rapper/NN
  and/CC
  producer/NN
  ./.
  I/PRP
  &/CC
  #/#
  39/CD
  ;/:
  ve/NN
  gained/VBD
  over/IN
  490,000/CD
  views/NNS
  so/RB
  far/RB
  but/CC
  I/PRP
  really/RB
  need/VB
  more/JJR
  views/NNS
  ,/,
  likes/NNS
  and/CC
  subscribers/NNS
  in/IN
  order/NN
  to/TO
  make/VB
  it/PRP
  ./.
  Check/VB
  out/IN
  my/PRP$
  brand/NN
  new/JJ
  music/NN
  video/NN
  for/IN
  my/PRP$
  song/NN
  So/RB
  (PERSON Gone/NNP)
  !/.
  Also/RB
  check/VBP
  out/RP
  my/PRP$
  new/JJ
  song/NN
  called/VBN
  (PERSON Deaf/NNP)
  ./.
  A/NNP
  few/JJ
  moments/NNS
  of/IN
  your/PRP$
  time/NN
  would/MD
  be/VB
  greatly/RB
  appreciated/VBN
  and/CC
  you/PRP
  won/VBD
  &/CC
  #/#
  39/CD
  ;/:
  t/NN
  regret/VBZ
  it/PRP
  :/:
  )/)
  Please/VB
  thumbs/NN
  this/DT
  up/RB
  so/RB
  more/RBR
  people/NNS
  can/MD
  see/VB
  it/PRP
  !/.
  Thanks/NNS
  for/IN
  the/DT
  support/NN
  ./.)",,Dakoda Bigelow,LneaDw26bFsE40L22WKVUqwIkp6g-YbHB2NgDr9DNo8,1
(S #/# 2015/CD (ORGANIZATION FUCK/NNP) YEAH﻿/NNP),2015-05-27T17:38:49.616000,ankan412,z13ddxrp0kv1gb13u22xudej0xrfwjk1f,0
(S eminem/NN is/VBZ a/DT ginius/JJ stop/NN !/. ﻿/NN),2015-05-27T17:33:07.626000,UserGamer51 _,z134d5u5gkeeudxkj234wpgbxxezi1eb104,0
(S The/DT rap/NN :/: cool/JJ Rihanna/NNP :/: STTUUPID﻿/NN),2015-05-27T17:10:53.724000,Fill Reseni,z13sgp25fzybg11lc23bhncaipqvgz14q04,0
"(S
  Just/RB
  gon/VB
  na/TO
  stand/VB
  there/RB
  and/CC
  hear/VB
  me/PRP
  cry/JJ
  ..﻿/NN)",2015-05-27T15:40:48.105000,Amer Amer,z12pxz2gvtrzfntqz04chluidzjvtr0yf04,0
(S Love﻿/NN),2015-05-27T15:16:59.137000,AliBerk Özer,z12ndfzrsunjyji1522exnrwcl3rt11eh,0
"(S
  Feels/NNS
  and/CC
  emotions/NNS
  in/IN
  this/DT
  song/NN
  .../:
  God/NNP
  damn﻿/NN)",2015-05-27T09:59:32.192000,King Kunta,z12mw1oyume1vb3by04ci3u5it3pgbbgrng0k,0
"(S
  all/DT
  u/NN
  should/MD
  go/VB
  check/VB
  out/RP
  j/NN
  rants/NNS
  vi/VBP
  about/IN
  eminem/NN)",,Joden Brett,LneaDw26bFt04z-5gd60QQsZAfjRxMsf7yqOomgDuvg,1
"(S
  (ORGANIZATION MEGAN/NNP)
  (ORGANIZATION FOX/NNP)
  AND/NNP
  (ORGANIZATION EMINEM/NNP)
  TOGETHER/NNP
  IN/NNP
  A/NNP
  (ORGANIZATION VIDEO/NNP)
  DOESNT/NNP
  GET/NNP
  BETTER/NNP
  THAN/NNP
  THAT﻿/NNP)",2015-05-27T07:44:24.226000,GB REEFAT,z13gi54oqrf2hlkxg04cedchhrnjy13oj4s,0
"(S
  Check/VB
  out/RP
  this/DT
  video/NN
  on/IN
  YouTube/NN
  :/:
  </VB
  a/DT
  rel=/NN
  ''/''
  nofollow/NN
  ''/''
  class=/NN
  ''/''
  ot-hashtag/NN
  ''/''
  href=/NN
  ''/''
  https/NN
  :/:
  //plus.google.com/s//CD
  %/NN
  23Eminem/CD
  ''/''
  >/NN
  #/#
  (PERSON Eminem/NNP)
  </NNP
  /a/NNP
  >/NNP
  </VBZ
  a/DT
  rel=/NN
  ''/''
  nofollow/NN
  ''/''
  class=/NN
  ''/''
  ot-hashtag/NN
  ''/''
  href=/NN
  ''/''
  https/NN
  :/:
  //plus.google.com/s//CD
  %/NN
  23Lovethewayyoulie/CD
  ''/''
  >/NN
  #/#
  (PERSON Lovethewayyoulie/NNP)
  </NNP
  /a/NNP
  >/NNP
  </VBZ
  a/DT
  rel=/NN
  ''/''
  nofollow/NN
  ''/''
  class=/NN
  ''/''
  ot-hashtag/NN
  ''/''
  href=/NN
  ''/''
  https/NN
  :/:
  //plus.google.com/s//CD
  %/NN
  23RapGod/CD
  ''/''
  >/NN
  #/#
  (ORGANIZATION RapGod/NNP)
  </NNP
  /a/NNP
  >/NNP
  </VBZ
  a/DT
  rel=/NN
  ''/''
  nofollow/NN
  ''/''
  class=/NN
  ''/''
  ot-hashtag/NN
  ''/''
  href=/NN
  ''/''
  https/NN
  :/:
  //plus.google.com/s//CD
  %/NN
  23King/CD
  ''/''
  >/JJ
  #/#
  King/NNP
  </NNP
  /a/NNP
  >/NNP
  ﻿/NN)",,char mcleod,z13suzmh3uztgzwpo04cczvhfqfyifcawws0k,1
"(S
  yo/NN
  I/PRP
  know/VBP
  nobody/NN
  will/MD
  probably/RB
  even/RB
  read/VB
  this../NN
  But/CC
  I/PRP
  ’/VBP
  m/JJ
  gon/NN
  na/TO
  type/VB
  it/PRP
  any/DT
  way/NN
  because/IN
  i/JJ
  hope/VBP
  at/IN
  least/JJS
  one/CD
  person/NN
  will/MD
  i/VB
  &/CC
  #/#
  39/CD
  ;/:
  m/VB
  a/DT
  rapper/NN
  with/IN
  a/DT
  dream/NN
  ./.
  I/PRP
  know/VBP
  there/RB
  &/CC
  #/#
  39/CD
  ;/:
  s/NNS
  like/IN
  200k/CD
  of/IN
  those/DT
  in/IN
  this/DT
  world/NN
  but/CC
  please/VB
  check/VB
  out/RP
  my/PRP$
  music/NN
  and/CC
  subscribe/VB
  ?/.
  if/IN
  you/PRP
  want./VBP
  ?/.
  thanks/NNS
  ,/,
  I/PRP
  would/MD
  love/VB
  nothing/NN
  more/JJR
  than/IN
  to/TO
  have/VB
  a/DT
  decent/JJ
  following/VBG
  on/IN
  youtube../NNS
  if/IN
  anyone/NN
  ?/.
  reading/NN
  this/DT
  could/MD
  press/VB
  the/DT
  &/CC
  quot/NN
  ;/:
  (ORGANIZATION THUMBS/NNP)
  UP/NNP
  &/CC
  quot/NN
  ;/:
  other/JJ
  people/NNS
  will/MD
  see/VB
  it/PRP
  just/RB
  a/DT
  simple/JJ
  button/NN
  press/NN
  ?/.
  could/MD
  make/VB
  my/PRP$
  dream/NN
  come/VB
  true/JJ
  =/NNP
  )/)
  Thank/NNP
  You/PRP)",,101Tele,LneaDw26bFsatnacZXb_S1v2dOV0EyaNuykTxwkPmWg,1
(S best/JJS song﻿/NN),2015-05-27T04:28:42.896000,leslie mendoza,z12ecbfbewzlxxe5u04cjtmhqnzsdvyx1vs0k,0
(S subscribe/NN to/TO my/PRP$ feed/NN),,real money,LneaDw26bFtwg5A1ijrcWVqI_5EptEDoyiygIJl5Xp4,1
"(S
  EVERYONE/NNP
  GO/NNP
  AND/NNP
  SHARE/NNP
  youtu/NNP
  be/ARkglzjQuP0/NN
  ON/NNP
  FB/NNP
  ,/,
  (ORGANIZATION TWITTER/NNP)
  ,/,
  G+/NNP
  TO/NNP
  VOTE/NNP
  FOR/NNP
  EMINEM/NNP
  TO/NNP
  BECOME/NNP
  ARTIST/NNP
  OF/IN
  (ORGANIZATION THE/NNP)
  (ORGANIZATION YEAR/NNP)
  ON/NNP
  FIRST/NNP
  EVER/NNP
  YOUTUBE/NNP
  MUSIC/NNP
  AWARDS/NNP
  !/.
  !/.
  !/.
  AND/CC
  GET/VB
  (ORGANIZATION THIS/NNP)
  (ORGANIZATION METHOD/NNP)
  TO/NNP
  CHEAT/NNP
  AT/NNP
  (ORGANIZATION INTERNET/NNP)
  ROULETTE/NNP
  OUT/NNP
  OF/NNP
  (ORGANIZATION EMINEMS/NNP)
  VIDEO/NNP
  !/.
  (ORGANIZATION SHADY/NNP)
  ARTIST/NNP
  OF/IN
  THE/NNP
  YEAR/NN
  !/.)",,SlimShadyPG,LneaDw26bFtiRx1bZC7n8eZ5ZsRoXrrrfdVu_92PJd4,1
"(S
  Check/VB
  out/RP
  Em/NNP
  &/CC
  #/#
  39/CD
  ;/:
  s/NNS
  dope/VBP
  new/JJ
  song/NN
  monster/NN
  here/RB
  :/:
  /watch/VB
  ?/.
  v=w6gkM-XNY2M/JJ
  (ORGANIZATION MMLP2/NNP)
  FTW/NNP
  :/:
  )/))",,MegaEvilMonkee,LneaDw26bFu5UYF_PGCmMngzhI9QbSqmuO8zWFK0DCk,1
(S Check/VB out/RP my/PRP$ (ORGANIZATION SEXY/JJ) VIDEO/NNP :/: */NN),,Adela Korman,LneaDw26bFs8EyO6vOIKjYpRt-sa-JxqbsTjjcbiPaQ,1
(S Check/VB out/RP my/PRP$ (ORGANIZATION SEXY/JJ) VIDEO/NNP :/: */NN),,Adela Korman,LneaDw26bFuLqTvlvHELy-tdwJHJYoSpv3zRbTj-5SQ,1
(S Is/VBZ that/IN (PERSON Charlie/NNP) from/IN lost/VBN ?/. ﻿/NN),2015-05-27T01:47:25.865000,Sean Gormaly,z13acfnbooefdzs4b04chtqjgyu0g5qqmgg,0
"(S
  (GPE Anyone/NN)
  else/JJ
  notice/NN
  that/WDT
  (PERSON Megan/NNP Fox/NNP)
  is/VBZ
  in/IN
  this/DT
  video/NN
  ?/.
  ﻿/NN)",2015-05-26T23:58:40.132000,DrAxel81,z13sy3uphtayfrujz04citigxpnfj5c4gk00k,0
"(S
  Do/VB
  you/PRP
  need/VB
  more/JJR
  instagram/JJ
  followers/NNS
  or/CC
  photo/NN
  likes/NNS
  ?/.
  Check/VB
  out/IN
  IGBlast.com/NNP
  and/CC
  get/VB
  em/NN
  in/IN
  minutes/NNS
  !/.)",,Chuck Norris,LneaDw26bFu5aHCxlCYOFf1hW49mEQ4diJ3yjwxuW3U,1
"(S
  Check/VB
  Out/IN
  The/DT
  (ORGANIZATION New/NNP Hot/NNP Video/NNP By/IN Dante/NNP)
  B/NNP
  Called/VBD
  Riled/VBD
  Up/RP)",,DanteBTV,LneaDw26bFv9-vkMJy7kInsCbJzQ8qlJ8oUz9N7WfFQ,1
"(S
  Check/VB
  Out/IN
  The/DT
  (ORGANIZATION New/NNP Hot/NNP Video/NNP By/IN Dante/NNP)
  B/NNP
  Called/VBD
  Riled/VBD
  Up/RP)",,DanteBTV,LneaDw26bFsJd_Nwz5Hi7qWxPhPBjDRYOlUjtLgDwsk,1
"(S
  yo/NN
  I/PRP
  know/VBP
  nobody/NN
  will/MD
  probably/RB
  even/RB
  read/VB
  this../NN
  but/CC
  ,/,
  (PERSON Imma/NNP)
  type/VBZ
  it/PRP
  any/DT
  way/NN
  because/IN
  i/JJ
  hope/VBP
  at/IN
  least/JJS
  one/CD
  person/NN
  will/MD
  i/VB
  &/CC
  #/#
  39/CD
  ;/:
  m/VB
  a/DT
  rapper/NN
  with/IN
  a/DT
  dream/NN
  ./.
  I/PRP
  know/VBP
  there/RB
  &/CC
  #/#
  39/CD
  ;/:
  s/NNS
  like/IN
  200k/CD
  of/IN
  those/DT
  in/IN
  this/DT
  world/NN
  but/CC
  please/VB
  check/VB
  out/RP
  my/PRP$
  music/NN
  and/CC
  subscribe/VB
  ?/.
  if/IN
  you/PRP
  want./VBP
  ?/.
  thanks/NNS
  ,/,
  I/PRP
  would/MD
  love/VB
  nothing/NN
  more/JJR
  than/IN
  to/TO
  have/VB
  a/DT
  decent/JJ
  following/VBG
  on/IN
  youtube../NNS
  if/IN
  anyone/NN
  ?/.
  reading/NN
  this/DT
  could/MD
  press/VB
  the/DT
  &/CC
  quot/NN
  ;/:
  (ORGANIZATION THUMBS/NNP)
  UP/NNP
  &/CC
  quot/NN
  ;/:
  other/JJ
  people/NNS
  will/MD
  see/VB
  it/PRP
  just/RB
  a/DT
  simple/JJ
  button/NN
  press/NN
  ?/.
  could/MD
  make/VB
  my/PRP$
  dream/NN
  come/VB
  true/JJ
  =/NNP
  )/)
  Thank/NNP
  You/PRP)",,101Tele,LneaDw26bFvAsBvYZLuVc3cJCI65rJQ9A-wZAcukfp0,1
"(S
  youtube.com/watch/NN
  ?/.
  v=2ASFn9ShgHk/NN
  &/CC
  amp/NN
  ;/:
  feature=youtu.be/JJ
  please/VB
  check/VB
  out/RP
  my/PRP$
  song/NN
  ./.
  looking/VBG
  for/IN
  feedback/NN
  ,/,
  and/CC
  supporters/NNS
  ./.)",,Anon,LneaDw26bFupwvoW3Go_MqiZr35wklInwfOlKebxCYE,1
"(S
  (ORGANIZATION WATCH/NNP)
  MY/NNP
  (ORGANIZATION VIDEOS/NNP)
  AND/NNP
  SUBSCRIBE/NNP)",,WeTheDopeSquad,LneaDw26bFvnMp5q__XiHBvyky8sw2uF9b-ZfDZi2to,1
(S :/: D/NN subscribe/NN to/TO me/PRP for/IN daily/JJ vines/NNS),,AllDailyVines,LneaDw26bFvxF3dtP-JPmr1RRfbcmnhR8cXBDGWcO2M,1
(S LOVE/VB IT/NNP !/. !/. !/. !/. !/. !/. !/. ﻿/NN),2015-05-26T22:16:39.932000,Emma Fedorova,z12svjz4pt3sxvser22cgdsbnyfwtn55l04,0
(S (GPE Hay/NNP) dakota/NN u/NN earned/VBD a/DT subscribee/NN),,Brandtastic 1080,LneaDw26bFtwtT8_LopWaaxY8Oyx9gsb7cJXYi2g9_E,1
"(S
  Listen/VB
  .../:
  Check/VB
  out/RP
  (PERSON Andrew/NNP Guasch/NNP)
  -/:
  (GPE Crazy/NNP)
  ,/,
  (PERSON Sick/NNP Flow/NNP)
  .../:
  I/PRP
  &/CC
  #/#
  39/CD
  ;/:
  m/NNS
  dope/VBP
  .../:
  .that/NNP
  &/CC
  #/#
  39/CD
  ;/:
  s/PRP
  all/DT
  there/EX
  is/VBZ
  too/RB
  it/PRP
  ./.
  If/IN
  you/PRP
  like/VBP
  it/PRP
  Subscribe/NNP
  ,/,
  if/IN
  not/RB
  ,/,
  (PERSON Ill/NNP)
  be/VB
  with/IN
  (ORGANIZATION Aftermath/NNP)
  of/IN
  (ORGANIZATION TDE/NNP Soon/NNP)
  enough/RB
  ./.
  One/CD
  Love/NNP
  ,/,
  (PERSON Peace/NNP)
  ./.)",,Andrew Guasch,LneaDw26bFs87f8zCtdgtSzADarWSHU_uPcclXWKxms,1
"(S
  Check/VB
  Out/IN
  The/DT
  (ORGANIZATION New/NNP Hot/NNP Video/NNP By/IN Dante/NNP)
  B/NNP
  Called/VBD
  Riled/VBD
  Up/RP)",,DanteBTV,LneaDw26bFt2UN5Rat9A-sFv7kHQK3u5BwCCi0L8W1s,1
(S I/PRP hate/VBP rap/NN and/CC I/PRP like/VBP this/DT song﻿/NN),2015-05-26T19:46:46.819000,Zach Myers,z13zzjea3lrdfpk3323gttf4qtvwdbuhh04,0
(S Love/VB the/DT way/NN you/PRP lie/VBP -/: Driveshaft﻿/NN),2015-05-26T18:40:11.037000,Chris Edgar,z13czbe5wuelthefr22uit3o4m32v3f4q04,0
(S 2010/CD :/: (/( ﻿/VB),2015-05-26T17:26:02.908000,Jakab Norbert,z13pevnyjqyyi1o0a23wtbkiukzfcbz3j,0
"(S 1,000,000/CD VIEWS/NNP NEAR﻿/NNP)",2015-05-26T17:25:43.332000,Marsonal Carrey,z13xg5zjtp3sfxm4a04cf1bolmzvu154bto0k,0
"(S
  You/PRP
  guys/NNS
  should/MD
  check/VB
  out/RP
  this/DT
  EXTRAORDINARY/NNP
  website/NN
  called/VBN
  FIREPA.COM/NNP
  ./.
  You/PRP
  can/MD
  make/VB
  money/NN
  online/NN
  and/CC
  start/VB
  working/VBG
  from/IN
  home/NN
  today/NN
  as/IN
  I/PRP
  am/VBP
  !/.
  I/PRP
  am/VBP
  making/VBG
  over/IN
  $/$
  3,000+/CD
  per/IN
  month/NN
  at/IN
  (ORGANIZATION FIREPA.COM/NNP)
  !/.
  (PERSON Visit/NNP)
  FIREPA.COM/NNP
  and/CC
  check/VB
  it/PRP
  out/RP
  !/.
  Lake/NNP
  ./.
  (GPE Chillpal/NNP)
  ./.
  (PERSON Sturdy/NNP)
  ./.
  (GPE Astauand/NNP)
  ./.
  (PERSON Johackle/NNP)
  ./.
  (PERSON Chorenn/NNP)
  ./.
  (PERSON Ethosien/NNP)
  ./.
  Changeable/NNP
  ./.
  (PERSON Public/NNP)
  ./.
  (PERSON Noxu/NNP)
  ./.
  (PERSON Ploosnar/NNP)
  ./.
  (PERSON Looplab/NNP)
  ./.
  (PERSON Hoppler/NNP)
  ./.
  (PERSON Delicious/NNP)
  ./.
  (PERSON False/NNP)
  ./.
  (PERSON Scitenoa/NNP)
  ./.
  (PERSON Locobot/NNP)
  ./.
  Heartbreaking/NNP
  ./.
  Thirsty/NNP
  ./.
  Reminiscent/NN)",,Jacob Johnson,LneaDw26bFs2gfQVXn0iARlUHD77c23Quer_0vQFKR4,1
(S this/DT song/NN is/VBZ NICE﻿/NNP),2015-05-26T17:12:28.337000,Sean Messi Y.,z124ixlgtxrxeliqw04ccr5auumhzbezcbo,0
"(S
  You/PRP
  guys/NNS
  should/MD
  check/VB
  out/RP
  this/DT
  EXTRAORDINARY/NNP
  website/NN
  called/VBN
  FIREPA.COM/NNP
  ./.
  You/PRP
  can/MD
  make/VB
  money/NN
  online/NN
  and/CC
  start/VB
  working/VBG
  from/IN
  home/NN
  today/NN
  as/IN
  I/PRP
  am/VBP
  !/.
  I/PRP
  am/VBP
  making/VBG
  over/IN
  $/$
  3,000+/CD
  per/IN
  month/NN
  at/IN
  (ORGANIZATION FIREPA.COM/NNP)
  !/.
  (PERSON Visit/NNP)
  FIREPA.COM/NNP
  and/CC
  check/VB
  it/PRP
  out/RP
  !/.
  Lake/NNP
  ./.
  Busyglide/NNP
  ./.
  (PERSON Sasaroo/NNP)
  ./.
  (PERSON Sore/NNP)
  ./.
  (GPE Chillpal/NNP)
  ./.
  (PERSON Axiomatic/NNP)
  ./.
  (PERSON Naperone/NNP)
  ./.
  Mere/NNP
  ./.
  Undesirable/NNP
  ./.
  (PERSON Agreeable/NNP)
  ./.
  Encouraging/NNP
  ./.
  (PERSON Imperfect/NNP)
  ./.
  Roasted/VBN
  ./.
  Insidious/NNP
  ./.
  (PERSON Modgone/NNP)
  ./.
  (PERSON Quickest/NNP)
  ./.
  (PERSON Trelod/NNP)
  ./.
  (PERSON Keen/NNP)
  ./.
  (PERSON Fresh/NNP)
  ./.
  Economic/NNP
  ./.
  Bocilile/NNP)",,Laura Brown,LneaDw26bFvEU1KP4pLe6ZX7ShycVVArHO-hQyOPKYI,1
"(S
  (PERSON Sick/NNP)
  (ORGANIZATION Music/NNP)
  for/IN
  sick/JJ
  females﻿/NN)",2015-05-26T17:09:09.703000,acgillespie,z12vilga4u3yjpvse23pst05vsy0xtikh,0
"(S
  You/PRP
  guys/NNS
  should/MD
  check/VB
  out/RP
  this/DT
  EXTRAORDINARY/NNP
  website/NN
  called/VBN
  MONEYGQ.COM/NNP
  ./.
  You/PRP
  can/MD
  make/VB
  money/NN
  online/NN
  and/CC
  start/VB
  working/VBG
  from/IN
  home/NN
  today/NN
  as/IN
  I/PRP
  am/VBP
  !/.
  I/PRP
  am/VBP
  making/VBG
  over/IN
  $/$
  3,000+/CD
  per/IN
  month/NN
  at/IN
  (ORGANIZATION MONEYGQ.COM/NNP)
  !/.
  (PERSON Visit/NNP)
  MONEYGQ.COM/NNP
  and/CC
  check/VB
  it/PRP
  out/RP
  !/.
  Lake/NNP
  ./.
  Victorious/NNP
  ./.
  Luxuriant/NNP
  ./.
  (PERSON Alcoholic/NNP)
  ./.
  Responsible/NNP
  ./.
  Unbiased/VBN
  ./.
  (PERSON Yoffa/NNP)
  ./.
  (PERSON Ociramma/NNP)
  ./.
  (PERSON Ociramma/NNP)
  ./.
  Handsome/NNP
  ./.
  Arrowgance/NNP
  ./.
  (PERSON Mizuxe/NNP)
  ./.
  Boaconic/NNP
  ./.
  Sophisticated/NNP
  ./.
  Ill-fated/NNP
  ./.
  (PERSON Spourmo/NNP)
  ./.
  (PERSON Chubby/NNP)
  ./.
  (PERSON Hioffpo/NNP)
  ./.
  Probable/NNP
  ./.
  Singlewave/VB)",,Jacob Johnson,LneaDw26bFugQanw0UtVOqzEgWt6mBD0k6SsEV7u968,1
